"aluexon"	"chr_hg19_t"	"start_hg19_t"	"end_hg19_t"	"position_hg19_t"	"strand_hg19_t"	"distance_hg19_t"	"chr_alu_hg19_t"	"start_alu_hg19_t"	"end_alu_hg19_t"	"alu_element_hg19_t"	"alu_substitutions_hg19_t"	"alu_strand_hg19_t"	"chr_hg19"	"start_hg19"	"end_hg19"	"position_hg19"	"strand_hg19"	"distance_hg19"	"3SSS_hg19"	"WU_hg19"	"U1_hg19"	"U2_hg19"	"region_hg19"	"chr_panTro4"	"start_panTro4"	"end_panTro4"	"position_panTro4"	"strand_panTro4"	"distance_panTro4"	"3SSS_panTro4"	"WU_panTro4"	"U1_panTro4"	"U2_panTro4"	"region_panTro4"	"chr_nomLeu1"	"start_nomLeu1"	"end_nomLeu1"	"position_nomLeu1"	"strand_nomLeu1"	"distance_nomLeu1"	"3SSS_nomLeu1"	"WU_nomLeu1"	"U1_nomLeu1"	"U2_nomLeu1"	"region_nomLeu1"	"chr_rheMac3"	"start_rheMac3"	"end_rheMac3"	"position_rheMac3"	"strand_rheMac3"	"distance_rheMac3"	"3SSS_rheMac3"	"WU_rheMac3"	"U1_rheMac3"	"U2_rheMac3"	"region_rheMac3"	"chr_calJac3"	"start_calJac3"	"end_calJac3"	"position_calJac3"	"strand_calJac3"	"distance_calJac3"	"3SSS_calJac3"	"WU_calJac3"	"U1_calJac3"	"U2_calJac3"	"region_calJac3"	"furthest_all"	"furthest"	"UCSCtype"	"dist"	"Exon_Originated"
"Aluexon:1031"	"chr14"	54989866	54989867	"chr14:54989866:54989867:+"	"+"	177	"chr14"	54989690	54989985	"AluSx"	"low"	"+"	"chr14"	54989866	54989867	"chr14:54989866:54989867:+"	"+"	177	4.73	8	8	7	"hg19"	"chr14"	53471149	53471150	"chr14:54989866:54989867:+"	"+"	177	4.73	8	8	7	"panTro4"	"GL397312"	5268047	5268048	"chr14:54989866:54989867:+"	"+"	177	-4.89	21	21	6	"nomLeu1"	"chr7"	117546211	117546212	"chr14:54989866:54989867:+"	"+"	177	5.54	19	19	7	"rheMac3"	"chr10"	79125192	79125193	"chr14:54989866:54989867:+"	"+"	177	5.2	8	8	6	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Left arm"	"Constant Exon"
"Aluexon:1032"	"chr14"	55615402	55615403	"chr14:55615402:55615403:-"	"-"	15	"chr14"	55615292	55615418	"FLAM_A"	"high"	"-"	"chr14"	55615402	55615403	"chr14:55615402:55615403:-"	"-"	15	4.71	5	5	5	"hg19"	"chr14"	54119086	54119087	"chr14:55615402:55615403:-"	"-"	15	4.71	5	5	5	"panTro4"	"GL397312"	5909326	5909327	"chr14:55615402:55615403:-"	"-"	15	3.06	5	5	3	"nomLeu1"	"chr7"	118178187	118178188	"chr14:55615402:55615403:-"	"-"	15	3.88	5	5	3	"rheMac3"	"chr10"	79773518	79773519	"chr14:55615402:55615403:-"	"-"	15	4.46	5	5	4	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"alternative"	"Right arm"	"Constant Exon"
"Aluexon:1033"	"chr14"	56026492	56026493	"chr14:56026492:56026493:-"	"-"	11	"chr14"	56026215	56026504	"AluSz"	"low"	"-"	"chr14"	56026492	56026493	"chr14:56026492:56026493:-"	"-"	11	7.93	8	8	5	"hg19"	"chr14"	54537861	54537862	"chr14:56026492:56026493:-"	"-"	11	11.32	14	14	5	"panTro4"	"GL397312"	6348976	6348977	"chr14:56026492:56026493:-"	"-"	11	11.35	12	12	5	"nomLeu1"	"chr7"	118582256	118582257	"chr14:56026492:56026493:-"	"-"	11	11.48	20	20	5	"rheMac3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", NA)"	"rheMac3"	"alternative"	"Right arm"	"Constant Exon"
"Aluexon:1034"	"chr14"	56068473	56068474	"chr14:56068473:56068474:+"	"+"	16	"chr14"	56068458	56068753	"AluSz6"	"high"	"+"	"chr14"	56068473	56068474	"chr14:56068473:56068474:+"	"+"	16	12.52	7	7	4	"hg19"	"chr14"	54577780	54577781	"chr14:56068473:56068474:+"	"+"	16	12.52	7	7	5	"panTro4"	"GL397312"	6401259	6401260	"chr14:56068473:56068474:+"	"+"	16	11.82	7	7	5	"nomLeu1"	"chr7"	118625927	118625928	"chr14:56068473:56068474:+"	"+"	16	11.82	7	7	4	"rheMac3"	"chr10"	80271686	80271687	"chr14:56068473:56068474:+"	"+"	16	11.63	8	8	5	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"alternative"	"Right arm"	"Constant Exon"
"Aluexon:1035"	"chr14"	57086074	57086075	"chr14:57086074:57086075:+"	"+"	174	"chr14"	57085901	57086180	"AluJo"	"highest"	"+"	"chr14"	57086074	57086075	"chr14:57086074:57086075:+"	"+"	174	10.48	10	7	10	"hg19"	"chr14"	55593268	55593269	"chr14:57086074:57086075:+"	"+"	174	9.81	9	7	9	"panTro4"	"GL397312"	7436303	7436304	"chr14:57086074:57086075:+"	"+"	174	9.81	9	7	9	"nomLeu1"	"chr7"	119660776	119660777	"chr14:57086074:57086075:+"	"+"	174	10.07	16	11	16	"rheMac3"	"chr10"	81417121	81417122	"chr14:57086074:57086075:+"	"+"	174	5.96	9	9	7	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Left arm"	"Evolving Exon"
"Aluexon:1036"	"chr14"	57192705	57192706	"chr14:57192705:57192706:-"	"-"	56	"chr14"	57192452	57192762	"AluSp"	"lowest"	"-"	"chr14"	57192705	57192706	"chr14:57192705:57192706:-"	"-"	56	7.01	29	29	5	"hg19"	"chr14"	55698634	55698635	"chr14:57192705:57192706:-"	"-"	56	7.01	15	15	5	"panTro4"	"GL397312"	7546465	7546466	"chr14:57192705:57192706:-"	"-"	56	5.21	11	11	5	"nomLeu1"	"chr7"	119755998	119755999	"chr14:57192705:57192706:-"	"-"	56	5.41	24	24	5	"rheMac3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", NA)"	"rheMac3"	"cryptic"	"Right arm"	"Evolving Exon"
"Aluexon:1037"	"chr14"	35519237	35519238	"chr14:35519237:35519238:+"	"+"	20	"chr14"	35519218	35519514	"AluSz"	"moderate"	"+"	"chr14"	35519237	35519238	"chr14:35519237:35519238:+"	"+"	20	3.2	7	7	7	"hg19"	"chr14"	33958543	33958544	"chr14:35519237:35519238:+"	"+"	20	3.2	7	7	7	"panTro4"	"GL397292"	11573854	11573855	"chr14:35519237:35519238:+"	"+"	20	7.66	8	7	8	"nomLeu1"	"chr7"	97885363	97885364	"chr14:35519237:35519238:+"	"+"	20	1.63	8	6	8	"rheMac3"	"chr10"	59415302	59415303	"chr14:35519237:35519238:+"	"+"	20	3.06	13	13	5	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Right arm"	"Constant Exon"
"Aluexon:1038"	"chr14"	35575571	35575572	"chr14:35575571:35575572:+"	"+"	15	"chr14"	35575557	35575863	"AluSx"	"low"	"+"	"chr14"	35575571	35575572	"chr14:35575571:35575572:+"	"+"	15	3.93	9	9	5	"hg19"	"chr14"	34016974	34016975	"chr14:35575571:35575572:+"	"+"	15	9.42	7	7	5	"panTro4"	"GL397292"	11634026	11634027	"chr14:35575571:35575572:+"	"+"	15	4.17	7	7	5	"nomLeu1"	"chr7"	97941833	97941834	"chr14:35575571:35575572:+"	"+"	15	4.37	8	8	5	"rheMac3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", NA)"	"rheMac3"	"alternative"	"Right arm"	"Constant Exon"
"Aluexon:1039"	"chr14"	35743541	35743542	"chr14:35743541:35743542:+"	"+"	193	"chr14"	35743349	35743600	"AluJb"	"highest"	"+"	"chr14"	35743541	35743542	"chr14:35743541:35743542:+"	"+"	193	10.07	17	8	17	"hg19"	"chr14"	34197732	34197733	"chr14:35743541:35743542:+"	"+"	193	10.07	23	8	23	"panTro4"	"GL397292"	11810779	11810780	"chr14:35743541:35743542:+"	"+"	193	10.07	24	7	24	"nomLeu1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"chr10"	59668655	59668656	"chr14:35743541:35743542:+"	"+"	193	8.22	13	5	13	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", NA, \"calJac3\")"	"calJac3"	"cryptic"	"Left arm"	"Evolving Exon"
"Aluexon:104"	"chr1"	40037377	40037378	"chr1:40037377:40037378:-"	"-"	170	"chr1"	40037283	40037548	"AluJr"	"high"	"-"	"chr1"	40037377	40037378	"chr1:40037377:40037378:-"	"-"	170	8.4	7	4	7	"hg19"	"chr1"	39843760	39843761	"chr1:40037377:40037378:-"	"-"	170	8.4	7	4	7	"panTro4"	"GL397355"	4426443	4426444	"chr1:40037377:40037378:-"	"-"	170	8.4	7	4	7	"nomLeu1"	"chr1"	42653352	42653353	"chr1:40037377:40037378:-"	"-"	170	6.97	6	4	6	"rheMac3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", NA)"	"rheMac3"	"cryptic"	"Left arm"	"Evolving Exon"
"Aluexon:1040"	"chr14"	35593497	35593498	"chr14:35593497:35593498:+"	"+"	20	"chr14"	35593478	35593637	"AluJr4"	"high"	"+"	"chr14"	35593497	35593498	"chr14:35593497:35593498:+"	"+"	20	4.19	14	14	6	"hg19"	"chr14"	34034908	34034909	"chr14:35593497:35593498:+"	"+"	20	4.49	14	14	6	"panTro4"	"GL397292"	11652439	11652440	"chr14:35593497:35593498:+"	"+"	20	4.19	16	16	6	"nomLeu1"	"chr7"	97961025	97961026	"chr14:35593497:35593498:+"	"+"	20	3.74	20	20	6	"rheMac3"	"chr10"	59497733	59497734	"chr14:35593497:35593498:+"	"+"	20	-7.12	6	6	6	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Right arm"	"Emerging Exon"
"Aluexon:1042"	"chr14"	58875132	58875133	"chr14:58875132:58875133:-"	"-"	22	"chr14"	58874853	58875155	"AluSq2"	"low"	"-"	"chr14"	58875132	58875133	"chr14:58875132:58875133:-"	"-"	22	3.78	15	15	5	"hg19"	"chr14"	57425632	57425633	"chr14:58875132:58875133:-"	"-"	22	3.8	13	13	5	"panTro4"	"GL397312"	9244671	9244672	"chr14:58875132:58875133:-"	"-"	22	1.84	11	11	5	"nomLeu1"	"chr7"	121430754	121430755	"chr14:58875132:58875133:-"	"-"	22	3.97	16	16	5	"rheMac3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", NA)"	"rheMac3"	"cryptic"	"Right arm"	"Constant Exon"
"Aluexon:1043"	"chr14"	58906786	58906787	"chr14:58906786:58906787:+"	"+"	17	"chr14"	58906770	58906896	"FLAM_C"	"high"	"+"	"chr14"	58906786	58906787	"chr14:58906786:58906787:+"	"+"	17	10.59	16	16	4	"hg19"	"chr14"	57458044	57458045	"chr14:58906786:58906787:+"	"+"	17	9.81	15	15	4	"panTro4"	"GL397312"	9278098	9278099	"chr14:58906786:58906787:+"	"+"	17	8.28	10	10	4	"nomLeu1"	"chr7"	121461002	121461003	"chr14:58906786:58906787:+"	"+"	17	10.07	18	18	4	"rheMac3"	"chr10"	83305187	83305188	"chr14:58906786:58906787:+"	"+"	17	9.32	9	9	9	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Right arm"	"Evolving Exon"
"Aluexon:1044"	"chr14"	58907937	58907938	"chr14:58907937:58907938:+"	"+"	32	"chr14"	58907906	58908218	"AluJb"	"high"	"+"	"chr14"	58907937	58907938	"chr14:58907937:58907938:+"	"+"	32	8.33	21	21	6	"hg19"	"chr14"	57459185	57459186	"chr14:58907937:58907938:+"	"+"	32	3.52	12	12	6	"panTro4"	"GL397312"	9279236	9279237	"chr14:58907937:58907938:+"	"+"	32	3.72	10	10	5	"nomLeu1"	"chr7"	121462137	121462138	"chr14:58907937:58907938:+"	"+"	32	3.07	14	14	6	"rheMac3"	"chr10"	83306511	83306512	"chr14:58907937:58907938:+"	"+"	32	-13.68	16	16	4	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"alternative"	"Right arm"	"Emerging Exon"
"Aluexon:1045"	"chr14"	61259850	61259851	"chr14:61259850:61259851:+"	"+"	124	"chr14"	61259727	61259907	"AluJb"	"highest"	"+"	"chr14"	61259850	61259851	"chr14:61259850:61259851:+"	"+"	124	-18.23	13	13	7	"hg19"	"chr14"	59838910	59838911	"chr14:61259850:61259851:+"	"+"	124	-18.23	14	14	7	"panTro4"	"GL397312"	11629712	11629713	"chr14:61259850:61259851:+"	"+"	124	-18.48	13	10	13	"nomLeu1"	"chr7"	123831086	123831087	"chr14:61259850:61259851:+"	"+"	124	-18.23	18	15	18	"rheMac3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", NA)"	"rheMac3"	"cryptic"	"Left arm"	"Emerging Exon"
"Aluexon:1046"	"chr14"	61773953	61773954	"chr14:61773953:61773954:-"	"-"	8	"chr14"	61773835	61773962	"AluJr"	"high"	"-"	"chr14"	61773953	61773954	"chr14:61773953:61773954:-"	"-"	8	6.32	5	5	4	"hg19"	"chr14"	60350385	60350386	"chr14:61773953:61773954:-"	"-"	8	6.32	5	5	5	"panTro4"	"GL397312"	12152498	12152499	"chr14:61773953:61773954:-"	"-"	8	6.66	5	5	5	"nomLeu1"	"chr7"	124318821	124318822	"chr14:61773953:61773954:-"	"-"	8	5.92	5	5	5	"rheMac3"	"chr10"	86312780	86312781	"chr14:61773953:61773954:-"	"-"	8	-5.56	5	4	5	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"alternative"	"Right arm"	"Emerging Exon"
"Aluexon:1047"	"chr14"	61545526	61545527	"chr14:61545526:61545527:+"	"+"	35	"chr14"	61545492	61545802	"AluJb"	"moderate"	"+"	"chr14"	61545526	61545527	"chr14:61545526:61545527:+"	"+"	35	1.36	6	6	5	"hg19"	"chr14"	60117894	60117895	"chr14:61545526:61545527:+"	"+"	35	2.44	7	7	5	"panTro4"	"GL397312"	11910549	11910550	"chr14:61545526:61545527:+"	"+"	35	5.66	5	5	5	"nomLeu1"	"chr7"	124097008	124097009	"chr14:61545526:61545527:+"	"+"	35	4.6	14	14	5	"rheMac3"	"chr10"	86084130	86084131	"chr14:61545526:61545527:+"	"+"	35	1.64	7	7	7	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"alternative"	"Right arm"	"Emerging Exon"
"Aluexon:1048"	"chr14"	61545546	61545547	"chr14:61545546:61545547:+"	"+"	55	"chr14"	61545492	61545802	"AluJb"	"moderate"	"+"	"chr14"	61545546	61545547	"chr14:61545546:61545547:+"	"+"	55	5.58	6	6	5	"hg19"	"chr14"	60117914	60117915	"chr14:61545546:61545547:+"	"+"	55	5.58	7	7	5	"panTro4"	"GL397312"	11910569	11910570	"chr14:61545546:61545547:+"	"+"	55	5.1	5	5	5	"nomLeu1"	"chr7"	124097028	124097029	"chr14:61545546:61545547:+"	"+"	55	5.83	14	14	5	"rheMac3"	"chr10"	86084150	86084151	"chr14:61545546:61545547:+"	"+"	55	4.95	7	7	7	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"alternative"	"Right arm"	"Constant Exon"
"Aluexon:1049"	"chr14"	58759380	58759381	"chr14:58759380:58759381:-"	"-"	73	"chr14"	58759262	58759454	"AluJo"	"highest"	"-"	"chr14"	58759380	58759381	"chr14:58759380:58759381:-"	"-"	73	-13.67	14	5	14	"hg19"	"chr14"	57309721	57309722	"chr14:58759380:58759381:-"	"-"	73	-15.08	19	5	19	"panTro4"	"GL397312"	9127454	9127455	"chr14:58759380:58759381:-"	"-"	73	-14.45	15	5	15	"nomLeu1"	"chr7"	121324159	121324160	"chr14:58759380:58759381:-"	"-"	73	-31.39	6	5	6	"rheMac3"	"chr10"	83162821	83162822	"chr14:58759380:58759381:-"	"-"	73	-16.16	11	8	11	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Left arm"	"Emerging Exon"
"Aluexon:105"	"chr1"	40317444	40317445	"chr1:40317444:40317445:-"	"-"	192	"chr1"	40317333	40317637	"AluJo"	"high"	"-"	"chr1"	40317444	40317445	"chr1:40317444:40317445:-"	"-"	192	7.17	17	17	8	"hg19"	"chr1"	40136571	40136572	"chr1:40317444:40317445:-"	"-"	192	6.08	18	18	6	"panTro4"	"GL397355"	4696732	4696733	"chr1:40317444:40317445:-"	"-"	192	6.08	8	8	6	"nomLeu1"	"chr1"	42925492	42925493	"chr1:40317444:40317445:-"	"-"	192	1.8	16	16	5	"rheMac3"	"chr7"	74337841	74337842	"chr1:40317444:40317445:-"	"-"	192	5.4	7	7	5	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Left arm"	"Evolving Exon"
"Aluexon:1050"	"chr14"	58673765	58673766	"chr14:58673765:58673766:+"	"+"	27	"chr14"	58673739	58674030	"AluSx"	"lowest"	"+"	"chr14"	58673765	58673766	"chr14:58673765:58673766:+"	"+"	27	5.6	21	21	5	"hg19"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"GL397312"	9037816	9037817	"chr14:58673765:58673766:+"	"+"	27	2.7	9	9	6	"nomLeu1"	"chr7"	121233206	121233207	"chr14:58673765:58673766:+"	"+"	27	3.87	15	15	5	"rheMac3"	"chr10"	83078210	83078211	"chr14:58673765:58673766:+"	"+"	27	2.45	10	10	6	"calJac3"	"c(\"hg19\", NA, \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Right arm"	"Emerging Exon"
"Aluexon:1052"	"chr14"	66961574	66961575	"chr14:66961574:66961575:-"	"-"	184	"chr14"	66961462	66961759	"AluSc8"	"low"	"-"	"chr14"	66961574	66961575	"chr14:66961574:66961575:-"	"-"	184	9.27	16	16	4	"hg19"	"chr14"	65605805	65605806	"chr14:66961574:66961575:-"	"-"	184	9.27	18	18	4	"panTro4"	"GL397292"	717156	717157	"chr14:66961574:66961575:-"	"-"	184	9.38	17	17	7	"nomLeu1"	"chr7"	129516171	129516172	"chr14:66961574:66961575:-"	"-"	184	9.73	29	29	6	"rheMac3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", NA)"	"rheMac3"	"alternative"	"Left arm"	"Constant Exon"
"Aluexon:1053"	"chr14"	66971708	66971709	"chr14:66971708:66971709:-"	"-"	10	"chr14"	66971436	66971719	"AluSx"	"low"	"-"	"chr14"	66971708	66971709	"chr14:66971708:66971709:-"	"-"	10	0.35	6	6	6	"hg19"	"chr14"	65615924	65615925	"chr14:66971708:66971709:-"	"-"	10	0.35	6	6	6	"panTro4"	"GL397292"	733982	733983	"chr14:66971708:66971709:-"	"-"	10	3.06	15	15	6	"nomLeu1"	"chr7"	129525965	129525966	"chr14:66971708:66971709:-"	"-"	10	0.65	6	5	6	"rheMac3"	"chr10"	91623571	91623572	"chr14:66971708:66971709:-"	"-"	10	2.69	12	6	12	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Right arm"	"Emerging Exon"
"Aluexon:1054"	"chr14"	67017757	67017758	"chr14:67017757:67017758:+"	"+"	193	"chr14"	67017565	67017874	"AluY"	"lowest"	"+"	"chr14"	67017757	67017758	"chr14:67017757:67017758:+"	"+"	193	6.67	9	9	6	"hg19"	"chr14"	65659700	65659701	"chr14:67017757:67017758:+"	"+"	193	6.67	8	8	6	"panTro4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", NA, NA, NA)"	"panTro4"	"cryptic"	"Left arm"	"Constant Exon"
"Aluexon:1055"	"chr14"	64797639	64797640	"chr14:64797639:64797640:-"	"-"	20	"chr14"	64797484	64797660	"AluSx1"	"high"	"-"	"chr14"	64797639	64797640	"chr14:64797639:64797640:-"	"-"	20	6.1	15	15	5	"hg19"	"chr14"	63407563	63407564	"chr14:64797639:64797640:-"	"-"	20	6.1	16	16	5	"panTro4"	"GL397312"	15292009	15292010	"chr14:64797639:64797640:-"	"-"	20	6.1	15	15	8	"nomLeu1"	"chr7"	127349767	127349768	"chr14:64797639:64797640:-"	"-"	20	-1.26	9	7	9	"rheMac3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", NA)"	"rheMac3"	"cryptic"	"Right arm"	"Emerging Exon"
"Aluexon:1056"	"chr14"	67841530	67841531	"chr14:67841530:67841531:+"	"+"	46	"chr14"	67841485	67841620	"FLAM_C"	"highest"	"+"	"chr14"	67841530	67841531	"chr14:67841530:67841531:+"	"+"	46	6.43	7	7	7	"hg19"	"chr14"	66512674	66512675	"chr14:67841530:67841531:+"	"+"	46	5.16	8	7	8	"panTro4"	"GL397292"	1663589	1663590	"chr14:67841530:67841531:+"	"+"	46	6.6	9	7	9	"nomLeu1"	"chr7"	130744825	130744826	"chr14:67841530:67841531:+"	"+"	46	5.16	7	7	7	"rheMac3"	"chr10"	92571169	92571170	"chr14:67841530:67841531:+"	"+"	46	6.38	9	6	9	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Right arm"	"Constant Exon"
"Aluexon:1057"	"chr14"	67804226	67804227	"chr14:67804226:67804227:-"	"-"	30	"chr14"	67803947	67804257	"AluSz"	"low"	"-"	"chr14"	67804226	67804227	"chr14:67804226:67804227:-"	"-"	30	8.59	14	14	5	"hg19"	"chr14"	66474601	66474602	"chr14:67804226:67804227:-"	"-"	30	8.48	12	12	5	"panTro4"	"GL397292"	1626123	1626124	"chr14:67804226:67804227:-"	"-"	30	8.59	13	13	5	"nomLeu1"	"chr7"	130706718	130706719	"chr14:67804226:67804227:-"	"-"	30	8.59	17	17	5	"rheMac3"	"chr10"	92538483	92538484	"chr14:67804226:67804227:-"	"-"	30	-7.41	17	17	5	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Right arm"	"Emerging Exon"
"Aluexon:1058"	"chr14"	69657760	69657761	"chr14:69657760:69657761:-"	"-"	27	"chr14"	69657664	69657788	"FLAM_C"	"lowest"	"-"	"chr14"	69657760	69657761	"chr14:69657760:69657761:-"	"-"	27	11.22	24	24	5	"hg19"	"chr14"	68369641	68369642	"chr14:69657760:69657761:-"	"-"	27	11.22	22	22	4	"panTro4"	"GL397292"	3554813	3554814	"chr14:69657760:69657761:-"	"-"	27	10.07	17	17	4	"nomLeu1"	"chr7"	132591252	132591253	"chr14:69657760:69657761:-"	"-"	27	-1.89	11	11	4	"rheMac3"	"chr10"	94438077	94438078	"chr14:69657760:69657761:-"	"-"	27	12.32	12	12	4	"calJac3"	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", \"calJac3\")"	"calJac3"	"cryptic"	"Right arm"	"Constant Exon"
"Aluexon:1059"	"chr14"	64857112	64857113	"chr14:64857112:64857113:+"	"+"	40	"chr14"	64857073	64857206	"AluSg7"	"high"	"+"	"chr14"	64857112	64857113	"chr14:64857112:64857113:+"	"+"	40	-1.63	11	11	11	"hg19"	"chr14"	63469374	63469375	"chr14:64857112:64857113:+"	"+"	40	-7.57	11	10	11	"panTro4"	"GL397312"	15351697	15351698	"chr14:64857112:64857113:+"	"+"	40	-1.63	16	16	10	"nomLeu1"	"chr7"	127389459	127389460	"chr14:64857112:64857113:+"	"+"	40	1.06	NA	15	NA	"rheMac3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", NA)"	"rheMac3"	"cryptic"	"Right arm"	"Emerging Exon"
"Aluexon:106"	"chr1"	40725020	40725021	"chr1:40725020:40725021:+"	"+"	0	"."	-1	-1	"."	"-1"	"."	"chr1"	40725020	40725021	"chr1:40725020:40725021:+"	"+"	0	7.57	5	4	5	"hg19"	"chr1"	40548867	40548868	"chr1:40725020:40725021:+"	"+"	0	7.57	5	4	5	"panTro4"	"GL397355"	5076235	5076236	"chr1:40725020:40725021:+"	"+"	0	7.99	5	4	5	"nomLeu1"	"chr1"	43371605	43371606	"chr1:40725020:40725021:+"	"+"	0	-7.55	5	4	5	"rheMac3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", NA)"	"rheMac3"	"cryptic"	"Right arm"	"Emerging Exon"
"Aluexon:1060"	"chr14"	64966281	64966282	"chr14:64966281:64966282:-"	"-"	31	"chr14"	64966011	64966313	"AluSp"	"lowest"	"-"	"chr14"	64966281	64966282	"chr14:64966281:64966282:-"	"-"	31	5.15	11	11	5	"hg19"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"GL397312"	15454132	15454133	"chr14:64966281:64966282:-"	"-"	31	4.3	14	14	5	"nomLeu1"	"chr7"	127506921	127506922	"chr14:64966281:64966282:-"	"-"	31	2.14	NA	13	NA	"rheMac3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", NA, \"nomLeu1\", \"rheMac3\", NA)"	"rheMac3"	"alternative"	"Right arm"	"Emerging Exon"
"Aluexon:1061"	"chr14"	69690967	69690968	"chr14:69690967:69690968:+"	"+"	210	"chr14"	69690758	69691018	"AluJb"	"high"	"+"	"chr14"	69690967	69690968	"chr14:69690967:69690968:+"	"+"	210	-20.15	12	12	5	"hg19"	"chr14"	68403189	68403190	"chr14:69690967:69690968:+"	"+"	210	-17.3	13	13	4	"panTro4"	"GL397292"	3585831	3585832	"chr14:69690967:69690968:+"	"+"	210	-20.15	9	9	5	"nomLeu1"	"chr7"	132624401	132624402	"chr14:69690967:69690968:+"	"+"	210	-20.01	13	13	5	"rheMac3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"c(\"hg19\", \"panTro4\", \"nomLeu1\", \"rheMac3\", NA)"	"rheMac3"	"cryptic"	"Left arm"	"Emerging Exon"
